codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP21550;AP21550;AP21550;;;90;;;;;;90;;;90;;;;;;270;0;0;270;{'1': [8109], '2': [], '3': [14691], '4': [10882], '5': []}
AP21551;AP21551;AP21551;;;780;;;780;;;770;;;960;;;540;;;3830;0;0;3830;{'1': [8672, 8418, 6212, 9957, 4199, 904, 12363, 7312, 13104, 10580, 6838, 10808], '2': [9472, 1510, 4967, 5224, 4716, 4340, 3253, 2070, 12158, 12735], '3': [1568, 10112, 357, 5926, 6982, 1613, 141, 2319, 7888, 10062, 12946, 12788, 7355, 6909], '4': [4768, 10083, 8261, 5927, 10730, 651, 9004, 12685, 13997, 7252, 5689, 13019, 7198], '5': [2551, 3692, 6967, 3598, 9325, 6612, 13396, 5750, 4535, 13530]}
AP21552;AP21552;AP21552;;;4272;;;4035;;;3480;;;2790;;;1850;;;16427;0;0;16427;{'1': [5633, 13052, 6021, 5640, 9609, 2187, 3979, 2061, 2190, 7051, 7180, 529, 14091, 3223, 3103, 12575, 14076, 13734, 936, 8744, 12330, 12717, 302, 4782, 176, 8626, 567, 3512, 4920, 7737, 9275, 11064, 12602, 574, 9023, 10047, 12988, 13371, 9155, 2372, 4421, 6599, 13511, 14007, 13386, 8396, 11088, 11987, 469, 3413, 13525, 14806, 8537, 9306, 10841, 11740, 13018, 10982, 6120, 5482, 2287, 9968, 14834, 11124, 6010, 9211, 508, 12413, 9854], '2': [10373, 3593, 6793, 14731, 6284, 10896, 11538, 6803, 10643, 13970, 14870, 2842, 13082, 1820, 6044, 10525, 11165, 10019, 1956, 6052, 6309, 1575, 1961, 6313, 11692, 12334, 3503, 306, 12852, 14901, 11067, 1342, 191, 4414, 6079, 6722, 2371, 9159, 4815, 10831, 14928, 5970, 723, 6355, 9812, 10708, 1623, 8023, 11352, 11517, 3547, 477, 1118, 1643, 2540, 749, 4843, 7791, 4083, 1652, 5619, 7668, 7159, 12020, 9722, 4989, 12926, 9471], '3': [1920, 11008, 3458, 1667, 7427, 8962, 14086, 12935, 7434, 8458, 8970, 11406, 8976, 8849, 7058, 1811, 8978, 9616, 9872, 11537, 3096, 5019, 1694, 14112, 11172, 1191, 3239, 14377, 7853, 10799, 7729, 306, 11569, 3388, 6719, 453, 5833, 10188, 2637, 6094, 13900, 14034, 8789, 10844, 10974, 5985, 9825, 13153, 1765, 14694, 7784, 233, 14058, 619, 109, 6260, 9333, 1528, 13689, 124], '4': [136, 9866, 9358, 10766, 10128, 6929, 14098, 10259, 9238, 5529, 4378, 13086, 14238, 14880, 4641, 2980, 6821, 9510, 8359, 5164, 12335, 176, 1713, 13743, 5174, 11383, 3769, 1722, 953, 1594, 12223, 5696, 8384, 9152, 10181, 12230, 5576, 12616, 3530, 11340, 9421, 5074, 1108, 1620, 470, 6740, 10839, 3675, 8668, 3421, 13020, 6495, 353, 7907, 868, 5605, 10084, 11622, 6760, 12649, 12010, 14051, 5613, 13166, 1524, 1269, 3444, 4087, 7668, 13049, 12155, 9852, 5629], '5': [11782, 6151, 12166, 9, 13321, 9229, 8339, 1172, 3732, 12696, 11673, 3738, 9754, 11804, 8349, 12322, 4388, 8997, 5032, 10925, 1074, 9655, 5438, 9408, 13251, 582, 338, 9557, 10582, 602, 861, 10849, 5604, 11492, 12646, 13289, 10858, 1131, 108, 6252, 10095, 6769, 7539, 12020, 10873]}
AP21557;AP21557;AP21557;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21560;AP21560;AP21560;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21561;AP21561;AP21561;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [8532], '4': [], '5': []}
AP21571;AP21571;AP21571;;;138;;;117;;;53;;;82;;;127;;;517;0;0;517;{'1': [8706, 6279, 13320, 9998, 9999, 3344, 8978, 8980, 4379, 14491, 2207, 14495, 6945, 11170, 10277, 5800, 4649, 13823, 3244, 3379, 10163, 2997, 11315, 14903, 8633, 6076, 8636, 7742, 6335, 8637, 11966, 5442, 7618, 11972, 9029, 1738, 10315, 6348, 14030, 3023, 10063, 10065, 10198, 10199, 2266, 6363, 6748, 7771, 3678, 8282, 10203, 9313, 12764, 13282, 2022, 11497, 1386, 6379, 12013, 12014, 7152, 5490, 5879, 1277, 638, 511], '2': [514, 515, 516, 517, 4100, 5378, 10245, 13448, 778, 1163, 1164, 7567, 9106, 9493, 22, 1687, 535, 1176, 11414, 10011, 13475, 5028, 2599, 2344, 6311, 2346, 2731, 13227, 6904, 4405, 11317, 11576, 4153, 2490, 5309, 9537, 7108, 3781, 13382, 1609, 13386, 5579, 7244, 8909, 5582, 11984, 3668, 5332, 7509, 3417, 2268, 10080, 7780, 13414, 1511, 13287, 13415, 492, 7920, 10225, 11632, 4085, 13686, 2039, 1656, 6905, 7166], '3': [10504, 13833, 4494, 531, 915, 13846, 925, 7199, 4130, 13862, 4534, 3897, 1081, 7105, 6340, 11333, 6214, 9930, 10958, 10072, 1001, 6634, 14193, 10227, 13942, 3963, 13948], '4': [12416, 5377, 10114, 11266, 5252, 12162, 12802, 14850, 12937, 2191, 2704, 4881, 2578, 3859, 10769, 5269, 8085, 2712, 6300, 5278, 12708, 3882, 7339, 8492, 4781, 14006, 4537, 10943, 7745, 12098, 12099, 11079, 14930, 2771, 11477, 2651, 11228, 6113, 14819, 11494, 5095, 12016, 5362, 7538, 4852, 5236, 11510, 2039, 9720, 7931, 5374, 4991], '5': [11009, 259, 6660, 7172, 264, 1290, 12046, 655, 276, 11925, 6424, 11034, 5277, 286, 5278, 9760, 3492, 11940, 13605, 1832, 5673, 5291, 1581, 1582, 7085, 13617, 11954, 4661, 7733, 5816, 11322, 699, 3775, 6336, 13631, 4546, 12996, 71, 9416, 7242, 7244, 3533, 1486, 7246, 10831, 7633, 13008, 1748, 13012, 729, 730, 7259, 13019, 10078, 1632, 9956, 12136, 9194, 875, 237, 3313, 1266, 3443, 8946, 10993, 11380, 12662, 12536, 2041, 764]}
AP21572;AP21572;AP21572;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21575;AP21575;AP21575;;;2;;;2;;;3;;;1;;;;;;8;0;0;8;{'1': [2188, 3822], '2': [2480, 7888], '3': [12237, 9445], '4': [697], '5': []}
AP21585;AP21585;AP21585;;;41;;;29;;;20;;;17;;;83;;;190;0;0;190;{'1': [9602, 2307, 3973, 5643, 11155, 13468, 12583, 14636, 7858, 10550, 10806, 13498, 7615, 11200, 14665, 11853, 12373, 10997, 14327, 14968], '2': [512, 11168, 1923, 3491, 583, 1482, 6986, 9130, 7918, 7536, 4724, 11477, 11031, 11479, 6716, 3711], '3': [928, 4448, 4769, 13990, 3949, 2420, 7159, 5759], '4': [9926, 13320, 14025, 234, 12269, 5582, 11471, 7539, 13107, 8598, 12791], '5': [4193, 8321, 6788, 4230, 2536, 6025, 3691, 4717, 6863, 720, 1013, 11381, 7927, 4731, 1884, 4381]}
AP21587;AP21587;AP21587;;;420;;;504;;;628;;;626;;;980;;;3158;0;0;3158;{'1': [6501, 9551, 13873, 12818, 14612, 5527, 7932], '2': [1712, 4721, 13712, 5144, 10137, 1498], '3': [14208, 11337, 14794, 13742, 13844, 1077, 7158, 1078, 13598], '4': [12582, 5640, 9128, 9354, 12779, 2572, 4885, 5687, 5849, 7199], '5': [6592, 8929, 9538, 5829, 8968, 13129, 10094, 5487, 2064, 1425, 1107, 8405, 4438, 12920, 9307]}
AP21601;AP21601;AP21601;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21603;AP21603;AP21603;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21606;AP21606;AP21606;;;84;;;21;;;;;;21;;;;;;126;0;0;126;{'1': [11354, 8675], '2': [12130], '3': [], '4': [4043], '5': []}
AP21607;AP21607;AP21607;;;693;;;846;;;420;;;993;;;651;;;3603;0;0;3603;{'1': [9027, 2020, 1606, 10217, 3819, 13495, 13582, 4687, 12015, 9202, 1975, 1305, 9178, 4092, 13021, 8223], '2': [3713, 4625, 8978, 4503, 1056, 7349, 7094, 12085, 4543, 5445, 6602, 5580, 7249, 11985, 9047, 11992, 9048, 3932, 7902, 6629, 13413, 12014], '3': [4065, 14213, 6217, 6441, 10379, 8494, 6928, 630, 13919], '4': [5504, 11522, 2577, 2452, 5149, 5920, 10153, 11188, 6197, 7990, 8375, 5815, 4920, 4927, 13632, 11335, 11847, 4939, 4304, 4817, 5078, 11868, 4831, 9824, 5363, 13945, 6397, 4478], '5': [9633, 228, 37, 10020, 233, 7145, 7243, 5996, 13551, 3605, 8757, 4439, 10206, 6937, 7738, 91, 350, 9599]}
AP21608;AP21608;AP21608;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21618;AP21618;AP21618;;;4;;;67;;;13;;;10;;;41;;;135;0;0;135;{'1': [275, 2916, 7758, 2671], '2': [1152, 10482, 2436, 9862, 10483, 2440, 10484, 9742, 2705, 8088, 14747, 10141, 10481, 3626, 2476, 3628, 10480, 2482, 3190, 12977, 3638, 3191, 8374, 8375, 9334, 2886, 10479, 3663, 8784, 3665, 9336, 10460, 9335, 10461, 10462, 10463, 10464, 10465, 10466, 10467, 10468, 10469, 10470, 10471, 10472, 10473, 10474, 10475, 1517, 10476, 10477, 10478, 2417, 1138, 1139, 1140, 1141, 1142, 1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151], '3': [14816, 14844, 14825, 7309, 12975, 6320, 6321, 7314, 8913, 9334, 14713, 9659, 14812], '4': [11425, 1924, 1926, 13610, 210, 11645, 8919, 1753, 10939, 1917], '5': [8196, 8198, 8326, 8205, 8848, 8209, 5650, 5402, 5408, 5668, 6564, 8111, 5424, 5172, 8246, 5434, 8509, 5827, 5445, 8266, 5451, 8139, 5709, 8143, 5460, 8151, 5592, 8280, 8290, 8166, 5608, 8171, 5356, 8299, 5616, 5489, 5620, 6133, 6772, 8821, 5371]}
AP21658;AP21658;AP21658;;;;;;;;;28;;;;;;;;;28;0;0;28;{'1': [], '2': [], '3': [14429, 10079], '4': [3388, 14535], '5': []}
AP21697;AP21697;AP21697;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21702;AP21702;AP21702;;;60;;;;;;;;;;;;;;;60;0;0;60;{'1': [3928], '2': [], '3': [], '4': [], '5': []}
AP21706;AP21706;AP21706;;;28;;;28;;;141;;;114;;;160;;;471;0;0;471;{'1': [11744, 14265], '2': [12973], '3': [8966, 3623, 9129, 7017, 3147, 9265, 12407, 12728, 12185], '4': [6276, 5483, 12589, 6286, 1075, 10933, 1497, 7036, 7551], '5': [1184, 1984, 8132, 10726, 2359, 1176, 7034, 9919]}
AP21723;AP21723;AP21723;;;2;;;5;;;8;;;6;;;5;;;26;0;0;26;{'1': [2131], '2': [12583, 13165, 9231, 14134, 2332], '3': [3755, 10222, 12851, 6612, 13909, 3222, 10457], '4': [12525, 3117, 13776, 13137, 6204, 13853], '5': [12679, 10354, 2230, 11807]}
AP21728;AP21728;AP21728;;;50;;;;;;100;;;100;;;;;;250;0;0;250;{'1': [12357], '2': [], '3': [14788], '4': [5191], '5': []}
AP21738;AP21738;AP21738;;;1430;;;510;;;600;;;810;;;630;;;3980;0;0;3980;{'1': [3864, 28, 7200, 8224, 2732, 8753, 5555, 6842, 12223, 7374, 13648, 1621, 8408, 3935, 11616, 7908, 5605, 873, 3957], '2': [6880, 12760, 8298, 13003, 11054, 1875, 10710, 6232, 793, 12828], '3': [3750, 11054, 11182, 464, 13550, 14779, 9526, 2971], '4': [1696, 10721, 4099, 1318, 10871, 13190, 6026, 4715, 4396, 7725, 14831, 6128, 9425, 10998, 7831, 12442, 9245], '5': [5027, 13477, 8808, 1549, 13293, 9295, 2130, 5684, 5686, 11062, 1113, 3067, 13118]}
AP21742;AP21742;AP21742;;;1650;;;840;;;240;;;690;;;510;;;3930;0;0;3930;{'1': [131, 14854, 8969, 13207, 8346, 11808, 11809, 11834, 5691, 2494, 5589, 11262, 12117, 8923, 1246, 485, 1769, 365, 14324, 11511, 12926, 5503], '2': [1184, 1953, 13408, 1191, 1996, 8332, 8143, 7412, 2389, 3093, 2199], '3': [2778, 7019, 2942, 3367], '4': [4291, 8644, 4933, 12580, 13117, 5231, 9521, 9522, 10772, 8217, 3514, 4861], '5': [163, 5094, 13643, 12428, 3373, 11438, 10321, 13659, 4599, 1496, 10328]}
AP21743;AP21743;AP21743;;;2700;;;2670;;;1530;;;1830;;;2490;;;11220;0;0;11220;{'1': [8320, 12424, 3469, 10767, 7712, 12067, 5161, 6186, 171, 432, 305, 3122, 12724, 1717, 4789, 3517, 11584, 2248, 8008, 460, 14029, 1237, 4440, 5208, 8025, 5726, 2527, 8416, 3298, 13538, 2918, 12647, 360, 108, 4461, 10989, 894], '2': [10881, 2178, 14852, 10504, 5258, 11019, 14602, 9229, 3855, 5136, 11792, 12179, 7833, 14490, 3485, 1694, 12448, 3107, 5543, 8234, 13226, 10668, 9266, 6581, 7736, 3134, 14270, 3008, 14019, 14278, 12617, 8395, 5069, 10701, 5842, 11859, 11989, 8920, 8793, 11226, 13155, 12772, 12389, 12538], '3': [11393, 13060, 3340, 10650, 10652, 12445, 4127, 14753, 13224, 14636, 9005, 12860, 13628, 9157, 13126, 9801, 12751, 7760, 14817, 9959, 11510, 6654], '4': [4484, 1157, 14733, 4494, 3727, 14863, 13073, 4755, 8981, 792, 13209, 1565, 12068, 40, 14905, 6217, 8522, 5965, 3665, 595, 7251, 8150, 5847, 9176, 12633, 13529, 7517, 8802, 2535, 6509, 6256, 1141], '5': [8448, 3590, 9479, 4491, 1804, 5516, 5262, 11409, 8599, 4121, 8858, 7199, 9889, 7714, 10146, 10659, 3365, 7205, 6184, 2227, 5049, 6587, 6715, 10044, 3391, 8127, 10819, 966, 75, 334, 5966, 1489, 724, 2138, 7130, 5599, 8416, 354, 6628, 6508, 7532, 1396, 13431, 254]}
AP21744;AP21744;AP21744;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21745;AP21745;AP21745;;;30;;;;;;;;;;;;;;;30;0;0;30;{'1': [11620], '2': [], '3': [], '4': [10329], '5': []}
AP21769;AP21769;AP21769;;;4400;;;2257;;;1988;;;2770;;;3719;;;15134;0;0;15134;{'1': [8193, 7683, 7693, 1550, 8211, 12315, 4137, 1066, 9770, 4652, 9785, 11322, 4683, 8268, 5709, 11851, 9827, 5732, 14954, 2157, 10862, 8304, 8305, 13937, 629, 10872, 10364, 9341, 7838, 9387, 8877, 12474, 10941, 10435, 12487, 714, 2250, 8412, 10470, 2288, 7408, 8959, 8966, 7963, 11550, 4388, 14631, 14122, 9012, 4408, 12619, 14668, 7503, 7514, 9068, 12652, 13171, 8568, 12665, 387, 10115, 10116, 11139, 13189, 11160, 6554, 14750, 9636, 11688, 4011, 7596, 12725, 14267, 3520, 11721, 9712, 14833, 11767, 5115], '2': [2049, 12548, 9094, 11529, 654, 4878, 4624, 20, 3737, 1689, 9499, 540, 7069, 2206, 5407, 8224, 11294, 933, 11429, 13224, 1193, 3881, 2220, 4018, 563, 7608, 7097, 8381, 7232, 5443, 4676, 4168, 7112, 13515, 6477, 7629, 7887, 9295, 10321, 11344, 83, 6742, 2903, 4313, 9823, 12536, 9185, 13540, 2917, 7783, 7403, 9069, 13298, 379, 374, 5110, 9974, 4091, 11132, 4733], '3': [10626, 4228, 6788, 3206, 11396, 3849, 7443, 14106, 3867, 6692, 10534, 13608, 4013, 7469, 10030, 10928, 13998, 6455, 1722, 7747, 5579, 10446, 6480, 6865, 4306, 1875, 7120, 7508, 10964, 984, 8027, 13921, 3938, 11234, 7012, 14179, 4456, 8040, 14059, 6766, 14062, 4340, 14196, 10998, 10494], '4': [12677, 8712, 8330, 9226, 9611, 6160, 6163, 2200, 2585, 10009, 8734, 7583, 12959, 13604, 11046, 423, 7463, 9255, 11559, 8494, 8367, 13870, 13233, 2226, 4404, 10111, 5816, 5818, 6331, 8253, 13121, 2503, 2634, 8138, 9420, 6093, 1361, 9170, 8276, 13652, 11479, 8158, 12644, 869, 6117, 2664, 12905, 8562, 11763, 12404, 8693, 13815, 8569, 12412, 2046, 6143], '5': [4608, 4609, 6149, 8709, 6664, 12301, 4624, 1041, 1558, 1052, 4127, 3126, 1599, 3651, 5704, 1097, 8265, 5200, 3672, 6232, 106, 11884, 11377, 1650, 1654, 10360, 12412, 3717, 7306, 7819, 4236, 2207, 2216, 10920, 12975, 3260, 11452, 6846, 12997, 201, 2263, 7896, 220, 11496, 3817, 4841, 4851, 8949, 3836, 13565, 10495, 4872, 13064, 3343, 11540, 13076, 3353, 4894, 10014, 1322, 4923, 5957, 3912, 1867, 3409, 3410, 4433, 4954, 4447, 4456, 12141, 3452, 1408, 5510, 903, 7047, 9110, 8090, 12701, 4006, 4524, 9646, 5057, 963, 4547, 1484, 10701, 5086, 13287, 491, 7150, 7153, 9720, 4603]}
AP21770;AP21770;AP21770;;;;;;;;;85;;;90;;;;;;175;0;0;175;{'1': [], '2': [], '3': [4770, 10524, 3821, 5522], '4': [10138, 14666], '5': []}
AP21771;AP21771;AP21771;;;72;;;44;;;71;;;61;;;45;;;293;0;0;293;{'1': [12164, 9990, 8327, 13326, 4626, 2071, 151, 7578, 12186, 1693, 12960, 13862, 14886, 2860, 5164, 7985, 2228, 8119, 5179, 14779, 7997, 9022, 5184, 1473, 5315, 3268, 69, 4934, 5318, 14149, 4937, 11730, 1875, 12119, 14425, 10335, 12130, 13413, 3430, 4455, 3048, 3689, 5358, 14960, 14712, 10748, 5119], '2': [8576, 4226, 14213, 3231, 12590, 12724, 12343, 1731, 4296, 2506, 4175, 464, 7247, 1115, 1116, 604, 2527, 8422, 2665, 14313, 2667, 7278, 4847, 7285, 12282, 14459], '3': [11648, 6786, 13316, 7943, 392, 6539, 4752, 2065, 10129, 11283, 2713, 9113, 14234, 2716, 14366, 5535, 5795, 1573, 9256, 1065, 2345, 4140, 2221, 7340, 3119, 6191, 4913, 6193, 7470, 13485, 4662, 7734, 5176, 6588, 14016, 14659, 12614, 6727, 3401, 4042, 9551, 4946, 1877, 9045, 12248, 12378, 4702, 14175, 6112, 3425, 9442, 10337, 12260, 7397, 8421, 11496, 1513, 1514, 13801, 7148, 367, 12399, 625, 1777, 3826, 6132, 14073, 7548, 7934], '4': [14084, 14854, 519, 14599, 14217, 10, 11, 7051, 10914, 10915, 14118, 167, 3368, 5039, 14134, 1081, 12090, 2367, 6464, 12865, 6600, 5705, 12876, 3917, 12751, 10450, 4947, 14165, 4182, 3802, 1370, 12765, 6750, 10206, 6752, 8804, 12388, 102, 2918, 1128, 2281, 9575, 10214, 8556, 10604, 10223, 14321, 4338, 634, 507], '5': [11397, 3468, 13069, 12689, 10522, 4765, 9377, 3746, 13729, 8740, 2473, 9385, 2868, 56, 3129, 3781, 710, 3016, 9931, 6604, 9550, 8528, 7508, 4821, 6102, 6869, 2908, 4701, 2909, 3166, 480, 7264, 3432, 873, 3944, 9320, 7926, 7803, 3197, 13439]}
AP21780;AP21780;AP21780;;;;;;;;;;;;;;;120;;;120;0;0;120;{'1': [], '2': [], '3': [], '4': [6640], '5': [1692]}
AP21782;AP21782;AP21782;;;;;;;;;;;;1;;;;;;1;0;0;1;{'1': [], '2': [], '3': [], '4': [8942], '5': []}
AP21785;AP21785;AP21785;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21786;AP21786;AP21786;;;20;;;;;;100;;;;;;20;;;140;0;0;140;{'1': [2908, 5653], '2': [], '3': [9367, 12290, 1271], '4': [], '5': [11627]}
AP21790;AP21790;AP21790;;;30;;;42;;;32;;;15;;;51;;;170;0;0;170;{'1': [10243, 3816, 2473, 9065, 1262, 3473, 14551, 8060, 5053], '2': [9121, 5285, 14598, 10856, 5003, 14541, 12206, 14926, 13179, 12060, 3421], '3': [11040, 4740, 6980, 4637, 10526], '4': [13570, 12369, 13586, 6101, 761], '5': [3552, 12227, 4394, 4175, 9940, 10005, 662, 11159, 13782, 12859, 3357]}
AP21791;AP21791;AP21791;;;230;;;271;;;198;;;78;;;129;;;906;0;0;906;{'1': [14848, 9218, 11909, 3856, 6417, 11923, 3614, 1955, 9257, 7726, 13874, 14588, 10178, 4547, 14147, 4820, 11348, 14808, 14042, 9309, 9568, 3810, 11877, 11495, 4843, 14059, 4604, 14966, 4088, 9980, 14718], '2': [5377, 3842, 1801, 7313, 7189, 5146, 4387, 2212, 4643, 11176, 13736, 2228, 2624, 5568, 1607, 2638, 13786, 11099, 7007, 13536, 7905, 7654, 5353, 2798, 1905, 10357, 10358, 11253], '3': [4742, 4747, 10519, 7196, 11549, 7074, 10924, 819, 696, 7352, 6842, 13889, 10319, 13908, 11351, 740, 6765, 6901, 3962, 763, 11006], '4': [9792, 10072, 2836, 10675, 9782, 2583, 6104, 9820], '5': [7563, 10136, 13086, 2348, 9651, 13370, 2629, 12613, 8907, 13649, 10967, 13401, 13018, 10596, 7654, 10602, 13037, 10739, 2548, 10741]}
AP21792;AP21792;AP21792;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21793;AP21793;AP21793;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21795;AP21795;AP21795;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [8077], '4': [7106, 10446, 3374, 10661], '5': []}
AP21799;AP21799;AP21799;;;975;;;900;;;450;;;390;;;450;;;3165;0;0;3165;{'1': [7822, 8850, 14738, 14107, 8860, 9631, 11810, 4653, 14769, 6962, 9654, 3514, 4036, 4425, 7883, 1107, 14938, 7784, 13420, 10365], '2': [1538, 8931, 2854, 9926, 11496, 1418, 10751, 7504, 13776, 5491, 7700, 10042, 9531, 4223], '3': [641, 13635, 5638, 13611, 1073, 4342, 3991, 793], '4': [2278, 9607, 13383, 10578, 6067, 2100, 13941, 14037, 13981], '5': [9000, 10604, 3053, 3054, 9006, 10544, 7505, 12812, 11731, 2356, 7897]}
AP21800;AP21800;AP21800;;;180;;;180;;;80;;;120;;;90;;;650;0;0;650;{'1': [1656, 6440, 4676, 1709], '2': [6498, 264, 8108, 365, 3508], '3': [1842, 6644, 8535, 13178, 6076], '4': [13153, 5319, 10443, 7696, 12828], '5': [1412, 6541, 1335]}
AP21806;AP21806;AP21806;;;5;;;13;;;6;;;5;;;7;;;36;0;0;36;{'1': [2384, 14419, 2325, 9337, 9691], '2': [7298, 7683, 11074, 9771, 2553, 49, 51, 7545], '3': [1120, 10482, 5040, 10551], '4': [14281, 6252, 5841, 10038, 6457], '5': [13769, 10571, 13238, 12630]}
AP21813;AP21813;AP21813;;;1470;;;754;;;1280;20;;630;;;180;;;4314;20;0;4334;{'1': [6462, 1761, 4577, 11490, 9783, 1195, 11565, 4272, 8113, 8912, 4373, 13749, 4535, 1818, 2620, 4542, 7359], '2': [1697, 10209, 4358, 1320, 5934, 10095, 10128, 9554, 7060, 9524, 7254, 7478], '3': [2050, 12037, 9479, 5130, 10895, 10516, 10263, 13849, 5149, 10400, 10528, 12065, 8099, 1832, 1451, 2220, 12205, 14509, 11699, 3638, 7099, 2116, 7109, 5961, 4300, 8908, 7762, 7896, 5465, 9822, 13918, 6626, 8548, 14566, 5099, 6507, 8428, 14587, 12158, 7423], '4': [14211, 10533, 6694, 14662, 3337, 13962, 14219, 3052, 3024, 2897, 8627, 2932, 13748, 13718, 6999, 2970, 13631], '5': [7335, 6281, 7178, 7565, 2998, 2871]}
AP21814;AP21814;AP21814;;;22;;;25;;;51;;;9;;;26;;;133;0;0;133;{'1': [3339, 3252, 8886, 6461, 14685], '2': [3235, 9631, 5685, 8887, 8030, 4671], '3': [1218, 643, 14211, 11784, 6826, 5966, 6287, 12221, 8945, 435, 12598, 12188, 7997, 3839], '4': [12219, 5328, 12790, 9208, 7515], '5': [993, 3043, 1286, 3654, 3720, 10192, 3794, 7058, 852, 8382]}
AP21819;AP21819;AP21819;;;63;;;55;;;40;;;47;;;32;;;237;0;0;237;{'1': [3844, 13190, 3853, 13325, 10896, 11284, 8601, 7579, 4257, 12961, 8996, 6453, 12472, 5052, 3005, 4798, 2367, 2752, 9021, 2754, 2756, 71, 3804, 732, 10334, 4456, 12779, 8045, 2929, 11766, 14711], '2': [773, 10119, 10765, 13197, 12569, 2334, 289, 1444, 10407, 10538, 8107, 8109, 10286, 14460, 11699, 3645, 10694, 14406, 11978, 3405, 7630, 12114, 7511, 7005, 2528, 4065, 13290, 1520, 13809, 12668, 9338, 8572], '3': [12820, 7971, 13603, 8997, 9254, 11048, 555, 6827, 13869, 14380, 13498, 6587, 14010, 4036, 1100, 335, 3921, 6231, 602, 11874, 2918, 8938, 3573, 6134, 14070, 12667, 6269], '4': [643, 6034, 5014, 12315, 1436, 798, 9511, 424, 5161, 8746, 4139, 12987, 6463, 4165, 2248, 5704, 9034, 11085, 729, 4442, 3290, 1371, 6618, 13930, 5995, 2030, 11764, 4854, 8310, 12922, 3450], '5': [9088, 3202, 12418, 6148, 12936, 3977, 11021, 12559, 3222, 1049, 11423, 10148, 9897, 6188, 4279, 12730, 5703, 8776, 7638, 4569, 489, 9068]}
AP21821;AP21821;AP21821;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21826;AP21826;AP21826;;;33;;;23;;;25;;;;;;7;;;88;0;0;88;{'1': [14529, 8994, 963, 1126, 9801, 1002, 14090, 11244, 1038, 9745, 11477, 11738], '2': [5280, 9795, 2372, 7753, 11375, 5329, 4754, 11058, 5049], '3': [800, 13471, 7653, 1416, 4397, 12109, 6831, 11700, 8185, 10683, 13564, 7998, 11551], '4': [3167], '5': [7848, 4893, 7758]}
AP21827;AP21827;AP21827;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21828;AP21828;AP21828;;;3;;;6;;;5;;;120;;;;;;134;0;0;134;{'1': [10031], '2': [3728, 7183], '3': [6545, 1579, 13780, 12073], '4': [6144], '5': []}
AP21829;AP21829;AP21829;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21830;AP21830;AP21830;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21831;AP21831;AP21831;;;;;;3;;;;;;1;;;;;;4;0;0;4;{'1': [], '2': [4851], '3': [1967], '4': [3285, 23], '5': []}
AP21834;AP21834;AP21834;;;1170;;;900;;;420;150;;;;;180;;;2670;150;0;2820;{'1': [4896, 7556, 9349, 14604, 2031, 4624, 9327, 13977, 6527], '2': [7521, 11363, 4956, 7805, 5182], '3': [7364, 907, 4949, 10646, 8542], '4': [10217, 14206], '5': [7651]}
