codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP21542;AP21542;AP21542;;;8821;2557;;8730;1700;;5010;1455;;3400;2470;;1099;900;;27060;9082;0;36142;{'1': [2048, 6149, 9735, 1546, 2575, 2577, 9746, 14354, 3092, 5661, 2591, 7200, 13856, 4645, 2598, 10278, 1065, 7210, 14377, 11308, 9267, 9270, 14904, 6714, 9274, 9786, 5694, 5698, 11331, 1094, 11848, 14921, 9290, 9292, 9295, 11343, 14416, 11864, 3167, 3680, 9311, 10337, 12384, 12385, 11877, 12386, 7271, 11368, 7785, 8810, 12387, 12388, 12389, 12390, 12391, 12392, 12393, 7794, 6771, 9844, 11380, 4728, 13945, 5755, 3200, 11906, 5763, 6790, 13959, 1672, 1161, 9864, 5773, 11927, 6809, 11418, 2715, 6815, 8352, 9895, 2217, 6826, 14509, 9392, 9397, 182, 183, 184, 185, 2231, 14523, 14524, 11457, 14530, 7366, 5832, 5323, 1740, 5324, 5325, 5326, 5327, 5328, 5329, 5330, 5331, 5332, 8400, 8914, 14555, 3292, 11997, 7371, 14557, 2787, 6888, 6381, 4846, 2287, 6384, 3319, 9975, 8395, 4863, 3330, 13060, 13061, 1286, 13062, 13063, 13064, 13065, 9995, 13066, 8973, 2318, 11146, 13067, 13068, 13069, 13070, 4884, 11147, 13071, 13072, 13073, 1817, 8985, 13074, 13075, 2336, 14112, 6946, 3365, 14128, 7985, 7986, 819, 7987, 3385, 9532, 9535, 8515, 6983, 2894, 11089, 2388, 2391, 11100, 14685, 14175, 4963, 11620, 13672, 6507, 12140, 879, 2418, 1396, 7550, 8574, 7040, 12160, 10634, 10635, 3980, 10636, 10637, 10638, 10639, 6545, 3474, 8593, 5012, 10640, 12394, 14738, 5016, 9627, 12395, 4511, 7073, 11173, 5033, 4014, 14256, 947, 11189, 1974, 7608, 6586, 7613, 3520, 1987, 10181, 1996, 10188, 5071, 13776, 11729, 14296, 1498, 987, 2526, 3551, 14303, 14953, 6628, 11754, 9196, 1007, 10228, 5110, 8700, 4605, 10238], '2': [2562, 8710, 9737, 9738, 5133, 9229, 12817, 1557, 5657, 13854, 13856, 2091, 2606, 14898, 53, 10293, 55, 4665, 3131, 10306, 11845, 11846, 11847, 5704, 5705, 11848, 7755, 11849, 11850, 11851, 591, 11852, 11853, 11854, 11855, 10324, 11856, 11857, 11858, 11859, 11860, 11861, 11862, 11863, 11864, 11865, 8287, 3173, 614, 4202, 109, 12910, 14448, 1140, 1141, 10873, 13433, 12412, 10372, 4230, 647, 14470, 12940, 8335, 144, 5781, 10389, 155, 3227, 4254, 3746, 10918, 2217, 14505, 14416, 3765, 9910, 8892, 7362, 9411, 3268, 10434, 10947, 1747, 6356, 7382, 7383, 13529, 3290, 10460, 14049, 9443, 4332, 2799, 9972, 10486, 5368, 5880, 7932, 7933, 7934, 1281, 5889, 12545, 1291, 13067, 1806, 13582, 14606, 4370, 4378, 283, 14620, 13598, 289, 5409, 14628, 2344, 3883, 11055, 9009, 2866, 10036, 8503, 9527, 14651, 6972, 317, 4415, 1859, 1867, 9552, 1875, 7508, 13651, 854, 855, 856, 857, 7001, 11094, 6492, 9572, 1382, 4457, 10602, 12660, 9589, 4982, 7032, 9080, 7546, 379, 10107, 14202, 3457, 3458, 3459, 1924, 9602, 1926, 2439, 9611, 407, 7579, 4508, 5533, 11168, 10657, 9126, 8619, 9131, 10157, 8622, 14251, 13232, 1457, 2481, 8634, 5058, 12738, 9672, 12747, 7630, 8146, 6612, 10198, 8154, 478, 1503, 5604, 14821, 3049, 11245, 6646, 1527, 7675, 3070], '3': [6659, 1543, 524, 8718, 3087, 9230, 3610, 539, 10785, 3619, 6693, 14376, 7209, 3627, 4141, 560, 9264, 2098, 5173, 5174, 5687, 14906, 6715, 12348, 6213, 6214, 6215, 12357, 7754, 13386, 1619, 8282, 608, 7776, 13413, 5735, 3690, 623, 1145, 1658, 8315, 10873, 138, 4239, 7314, 7320, 1691, 2203, 3742, 6816, 11425, 11426, 11938, 13478, 1710, 4783, 7351, 1211, 11455, 9417, 8909, 718, 3278, 10963, 7898, 10461, 2273, 14053, 7401, 6891, 14060, 12023, 253, 5886, 10499, 6920, 10506, 11534, 6927, 7440, 9488, 12567, 14110, 6943, 10015, 10016, 10017, 1315, 3875, 10018, 10019, 10020, 10021, 10022, 10023, 10024, 10025, 10026, 4910, 303, 9007, 10027, 7474, 10028, 10029, 10030, 10031, 10032, 1849, 5436, 4925, 5953, 10561, 13124, 4422, 6470, 9544, 330, 3405, 3407, 14160, 9044, 7511, 10585, 14176, 9572, 10598, 8042, 12138, 7021, 9582, 8047, 2928, 8050, 6007, 375, 1403, 7548, 10623, 2950, 3974, 12680, 13307, 1930, 1939, 920, 5020, 8104, 4010, 435, 13754, 13755, 13756, 4542, 1483, 474, 1499, 4058, 5083, 993, 2018, 9186, 10725, 12774, 6631, 11240, 4598, 507, 10744, 5627, 14333], '4': [11601, 8197, 12805, 2571, 7182, 5647, 9232, 13328, 4120, 1056, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 4645, 553, 2601, 7207, 8232, 9768, 14896, 5170, 5171, 5172, 5173, 5174, 8756, 11314, 14392, 7226, 14908, 5700, 13901, 4687, 12367, 7763, 8792, 5722, 14672, 13916, 4191, 11366, 8808, 8299, 5741, 14451, 12918, 8823, 8314, 11386, 8828, 14471, 144, 13969, 1687, 7324, 14496, 4258, 11430, 7848, 177, 5810, 12978, 4278, 1719, 1209, 11453, 11463, 4808, 12497, 4309, 6871, 7898, 1758, 7391, 9952, 6378, 3826, 755, 4851, 8955, 14590, 1794, 4361, 12557, 13071, 1808, 8465, 6930, 8466, 8467, 1813, 8468, 8469, 8470, 4889, 4380, 13596, 2348, 9008, 13616, 10035, 4405, 6966, 11573, 11576, 7481, 14144, 9025, 1859, 13642, 10572, 10573, 10574, 10575, 4432, 10576, 10577, 10578, 10579, 10580, 10581, 1367, 10582, 10583, 10584, 10585, 10586, 13658, 2400, 12130, 4452, 7019, 11119, 368, 5488, 10097, 5491, 8051, 11631, 12660, 1399, 11640, 7034, 12157, 5506, 14727, 14728, 4492, 5517, 923, 4508, 927, 8224, 9635, 14251, 945, 7604, 11701, 953, 11705, 5571, 13769, 12755, 8676, 6632, 12267, 2541, 7150, 1519, 8175, 2545, 13294, 5620, 9213], '5': [769, 261, 1161, 2963, 4372, 4117, 1559, 5272, 4507, 1692, 4891, 1694, 4131, 548, 5028, 3239, 2345, 2347, 3500, 2611, 2612, 4788, 440, 827, 3259, 1086, 2494, 4162, 457, 2507, 590, 1106, 3925, 214, 1112, 1752, 5210, 2270, 1253, 1000, 4075, 3822, 370, 4210, 1142, 5241, 4478]}
AP22539;AP22539;AP22539;;;407;;;165;;;159;;;263;;;164;;;1158;0;0;1158;{'1': [7172, 8325, 646, 9991, 1041, 9747, 5922, 3493, 2488, 6460, 9790, 9152, 7490, 3525, 456, 6090, 14538, 8653, 9058, 4206, 3448], '2': [9091, 10473, 14281, 14410, 11246, 1649, 4211, 8921, 3038], '3': [14720, 8771, 10791, 3944, 11048, 2666, 3884, 10994, 10547, 3956, 7967, 14390, 540, 7101, 2335], '4': [5640, 11404, 6545, 12439, 11548, 5539, 14243, 5443, 3656, 1609, 8786, 2387, 3671, 5849, 11739, 352, 14308, 11622, 7784, 2411, 2539, 6892, 499, 14581, 12286], '5': [3299, 1605, 3271, 712, 4999, 271, 180]}
AP21550;AP21550;AP21550;;;;;;540;;;;;;;;;;;;540;0;0;540;{'1': [], '2': [858, 9627], '3': [], '4': [], '5': []}
AP21551;AP21551;AP21551;;;210;90;;167;30;;60;120;;360;90;;270;210;;1067;540;0;1607;{'1': [1376, 7270, 2130, 14008, 4249], '2': [12671, 330, 11866, 1551], '3': [2657, 2663, 2602, 907, 10992, 626, 2302], '4': [2468, 1125, 2088, 13098, 7404, 2381, 5553, 7419, 14527], '5': [3625, 202, 4749, 4880, 4019, 4055, 446]}
AP21552;AP21552;AP21552;;;3015;990;;3576;1020;;3025;1005;;3150;1305;;600;570;;13366;4890;0;18256;{'1': [517, 520, 9224, 6157, 6684, 9259, 10286, 13870, 13883, 573, 8253, 8255, 4161, 14919, 4688, 1618, 3154, 8278, 13915, 4707, 7780, 3691, 4203, 8817, 3211, 6290, 6292, 8864, 14511, 2234, 186, 6843, 7357, 2251, 5333, 5334, 11494, 9962, 2803, 4854, 3836, 8969, 2830, 13076, 13077, 13078, 6450, 7988, 3895, 1340, 11592, 8522, 11098, 9063, 9586, 3961, 2942, 13707, 10641, 10642, 10643, 10644, 1435, 3485, 14751, 6051, 1447, 9642, 9133, 11183, 10180, 4551, 1992, 13767, 14794, 6106, 1001, 9215], '2': [9225, 6156, 4621, 13838, 6671, 4629, 9760, 9253, 5162, 2618, 63, 14918, 8795, 11867, 609, 2657, 4705, 2668, 3182, 5231, 12404, 12916, 11382, 5240, 3194, 6781, 12927, 8332, 14488, 13979, 10400, 12466, 181, 9915, 6859, 3795, 7380, 2263, 5857, 2809, 7935, 2316, 2832, 5392, 2838, 1303, 5918, 10014, 4901, 6951, 14633, 2860, 14643, 6975, 2372, 3916, 13644, 14156, 6486, 2906, 859, 860, 861, 13152, 14695, 6504, 6520, 2947, 3460, 3461, 14727, 7050, 13198, 6047, 5548, 2992, 4019, 8644, 2514, 10209, 13794, 2553], '3': [11136, 3202, 11144, 7306, 9361, 3988, 12948, 14996, 5656, 4891, 9502, 287, 9378, 1835, 12843, 8621, 8238, 11181, 10033, 10034, 1715, 5940, 10035, 10036, 10037, 11953, 313, 3769, 4155, 12851, 2109, 13757, 8895, 12095, 13758, 13759, 3908, 1606, 2119, 6471, 6472, 1610, 1611, 9290, 13389, 974, 591, 5588, 4823, 1753, 5594, 9562, 12763, 2141, 13149, 864, 1505, 4577, 11744, 12001, 12646, 9447, 1004, 7535, 3827, 1268, 3062, 7286, 7544, 11642, 14715, 8958], '4': [9729, 6155, 11788, 7695, 7696, 10258, 9235, 14373, 13862, 2089, 2090, 2091, 2092, 6697, 5175, 5176, 5177, 6716, 586, 13908, 12379, 7264, 8289, 1130, 9835, 8303, 632, 1148, 14470, 12427, 4238, 6290, 14490, 9887, 11940, 13993, 3242, 4807, 6351, 8913, 214, 1262, 3837, 8968, 8471, 8472, 799, 4385, 14118, 5939, 7995, 13631, 10587, 10588, 10589, 10590, 10591, 6507, 3440, 6002, 2932, 9608, 12170, 12682, 12176, 10134, 6552, 937, 14253, 4014, 9647, 6579, 1479, 14808, 7642, 13794, 13797, 7147, 4588, 7148], '5': [768, 5124, 645, 4234, 1552, 1438, 53, 2613, 2231, 65, 708, 329, 3787, 2384, 3797, 4961, 995, 1255, 4076, 4846, 1007, 3186, 2036, 5239]}
AP21557;AP21557;AP21557;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21561;AP21561;AP21561;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [2812], '5': []}
AP21560;AP21560;AP21560;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21575;AP21575;AP21575;;;1;;;;;;1;;;1;;;1;;;4;0;0;4;{'1': [7354], '2': [], '3': [160], '4': [3403], '5': [1781]}
AP21571;AP21571;AP21571;;;110;11;;124;17;;71;8;;86;12;;31;9;;422;57;0;479;{'1': [2178, 9859, 10244, 8967, 4618, 8074, 8075, 8076, 8077, 3471, 8078, 8079, 8080, 2835, 2325, 9366, 9749, 11287, 8602, 10781, 2206, 10782, 288, 289, 290, 291, 292, 293, 294, 295, 296, 1826, 1955, 4903, 10025, 5424, 5425, 5426, 5427, 5428, 9524, 14772, 11703, 9400, 13242, 13243, 13244, 1341, 13245, 13246, 11200, 6593, 13247, 13248, 11204, 3402, 9811, 9177, 5853, 9566, 1891, 5990, 9832, 5737, 5738, 10783, 11246, 10784, 2046], '2': [8709, 9228, 13327, 2576, 9754, 2588, 14880, 14883, 4133, 9765, 6699, 7733, 10297, 6716, 14908, 3136, 9805, 79, 11356, 9334, 7296, 9858, 13967, 6292, 10919, 13991, 9386, 176, 9904, 12472, 5836, 13522, 6358, 10968, 6363, 1759, 14048, 2802, 4355, 14597, 2314, 14091, 12045, 12046, 12047, 12048, 12049, 12050, 13584, 12573, 1828, 7975, 7976, 4926, 4425, 2379, 9059, 4472, 13693, 13183, 5000, 9609, 5004, 1986, 963, 3525, 3526, 3527, 8135, 12746, 5582, 14803, 12781, 1528, 12793, 12796, 9725], '3': [3842, 7429, 4495, 7695, 4498, 4756, 12446, 6519, 13854, 13855, 13856, 5923, 6520, 13857, 13858, 39, 13859, 1197, 3886, 7728, 4916, 3514, 11450, 957, 3138, 8514, 1988, 3406, 10192, 10193, 14806, 3167, 12028, 5861, 12538, 4079, 8052, 6262, 6263, 6264, 6521, 6522, 6523, 6524, 13051], '4': [7939, 14856, 13961, 1546, 12812, 1557, 13723, 5276, 5277, 5278, 5279, 5280, 5281, 5282, 5283, 5284, 6056, 9259, 2871, 7098, 9019, 11194, 11195, 11196, 7871, 11197, 1089, 8258, 7235, 11198, 11199, 11200, 11201, 11202, 11203, 4426, 11204, 11205, 12109, 3662, 9294, 4048, 12228, 4181, 3034, 1243, 7645, 8541, 8542, 8543, 8544, 8545, 8546, 8547, 10730, 10731, 10732, 10733, 10734, 10735, 10736, 13683, 13811, 2166, 2167, 2168, 2169, 14714, 1405], '5': [3201, 14, 922, 3355, 1699, 1316, 812, 4398, 3120, 1974, 3514, 965, 326, 5069, 2895, 4956, 4719, 243, 2676, 630, 4344]}
AP21572;AP21572;AP21572;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21585;AP21585;AP21585;;;103;10;;45;9;;24;1;;14;2;;14;;;200;22;0;222;{'1': [11136, 2700, 8720, 8466, 1301, 10645, 13079, 8473, 13600, 4129, 930, 8354, 6698, 8505, 187, 188, 13890, 11464, 7116, 10191, 5841, 11218, 14802, 5335, 3544, 11741, 8806, 8808, 7658, 3565, 5616, 7028, 11124, 3580, 9981], '2': [5252, 2565, 7557, 9478, 9353, 6540, 1422, 8470, 3095, 9850, 13853, 5542, 2735, 14899, 5556, 3772, 13896, 9035, 14931, 14164, 6748, 9191, 6763, 3697, 3060, 5624, 6778], '3': [3715, 2822, 8584, 8720, 6934, 13214, 8994, 10534, 2992, 3125, 10038, 11452, 6845, 6720, 13760, 2626, 13761, 7375, 80, 4455, 14184, 14186, 13425, 4986], '4': [10592, 10593, 3012, 14501, 11752, 4430, 1679, 14639, 13170, 3156, 8120, 13147, 6109, 2654, 6589], '5': [5029, 3913, 1226, 2894, 1231, 4277, 2391, 3609]}
AP21587;AP21587;AP21587;;;621;280;;754;308;;121;168;;88;1;;168;56;;1752;813;0;2565;{'1': [1792, 13710, 14736, 10646, 13720, 12061, 9121, 9271, 12088, 7353, 9671, 458, 3543, 5336, 3559, 7400, 14825, 12011, 6765, 6128], '2': [13073, 2456, 6939, 10909, 6561, 8377, 5570, 9410, 3789, 3149, 4814, 4306, 4180, 12632, 4317, 8810, 5486, 5488, 6898, 13810, 14578, 11257, 4991], '3': [4290, 11398, 2215, 7656, 7433, 12315, 621, 8783, 14831, 7282, 14420, 14934, 1979], '4': [4451, 14345, 1131, 4845, 14671, 113, 11571, 8031, 1119], '5': [1232, 4596, 4021]}
AP21601;AP21601;AP21601;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP24167;AP24167;AP24167;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21603;AP21603;AP21603;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21608;AP21608;AP21608;;;;;;;;;;;;3;;;;;;3;0;0;3;{'1': [], '2': [], '3': [2680], '4': [7811], '5': []}
AP21607;AP21607;AP21607;;;567;84;;504;42;;924;21;;399;63;;231;;;2625;210;0;2835;{'1': [2691, 6566, 2215, 2984, 777, 14343, 1964, 5644, 12014, 1087, 13940, 2101, 13692, 2047, 252, 253, 254, 255], '2': [2179, 13635, 14438, 2408, 10857, 14890, 2161, 9425, 1299, 4119, 14360, 8281], '3': [4355, 12292, 11783, 4763, 4770, 11305, 8881, 4415, 9280, 12737, 14147, 1357, 12114, 8787, 12117, 3799, 1756, 11231, 3948, 11647], '4': [4001, 8033, 9154, 4709, 10118, 13386, 587, 9936, 9527, 12732, 10171, 10076], '5': [4265, 400, 210, 2358, 346]}
AP21618;AP21618;AP21618;;;23;;;7;;;27;;;19;;;39;;;115;0;0;115;{'1': [535, 536, 557, 564, 3384, 569, 581, 721, 1105, 8025, 8026, 8027, 13152, 13153, 13154, 13155, 13156, 13157, 13158, 13159, 13160, 234, 10732], '2': [5283, 11974, 3495, 3496, 6345, 4335, 4691], '3': [8832, 8706, 9220, 8840, 8716, 9228, 9234, 7829, 8727, 8856, 8607, 8742, 8873, 8618, 8752, 8767, 8786, 9311, 6497, 6498, 9317, 8809, 8817, 9203, 9207, 8695, 8702], '4': [7169, 7172, 7175, 10635, 7185, 9625, 7198, 8506, 8507, 7243, 7249, 82, 2133, 5228, 5229, 5230, 7158, 7160, 7166], '5': [2187, 2063, 1938, 2066, 1561, 2203, 2205, 2082, 1955, 2088, 2097, 1203, 3000, 1722, 2107, 319, 1728, 2112, 2240, 3007, 2245, 2120, 1995, 2124, 3019, 2254, 1743, 2003, 2260, 2139, 2267, 2141, 4063, 2146, 2019, 2153, 2027, 1906, 2035]}
AP24132;AP24132;AP24132;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21658;AP21658;AP21658;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21697;AP21697;AP21697;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21702;AP21702;AP21702;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21706;AP21706;AP21706;;;49;;;57;;;63;;;340;42;;52;;;561;42;0;603;{'1': [4523, 6819, 4358], '2': [12724, 11243, 11388], '3': [4866, 14370, 8070, 12026, 8063], '4': [9305, 10241, 4898, 11302, 3239, 13162, 13802, 3056, 9904, 10226, 2835, 6421, 3062, 1559, 1177, 13627], '5': [851, 444]}
AP21723;AP21723;AP21723;;;4;;;7;4;;9;;;4;;;;;;24;4;0;28;{'1': [13557, 14130, 8373, 9367], '2': [1922, 10056, 5358, 5361, 5362, 13431, 12825], '3': [10433, 8606, 10686, 14116, 8205, 12496, 2193, 14079, 12148, 12373, 11927, 10778, 9086, 12895], '4': [6244, 5606, 14983, 1064, 13143], '5': []}
AP21728;AP21728;AP21728;;;;370;;150;;;;100;;100;;;;60;;250;530;0;780;{'1': [11531, 4412, 3062], '2': [90], '3': [110], '4': [13490], '5': [301]}
AP21742;AP21742;AP21742;;;270;120;;210;150;;390;60;;210;90;;300;60;;1380;480;0;1860;{'1': [11392, 13921, 4162, 2222, 8239, 1488, 5968, 8272, 9390, 7197], '2': [11491, 11492, 13968, 5075, 4635, 10750], '3': [14266, 8194, 12583, 3594, 6058, 2956, 2544, 5364, 10964, 10842, 2175], '4': [5638, 11886, 10992, 4241, 181, 3866], '5': [4644, 1349, 743, 1903, 5016, 1978]}
AP21743;AP21743;AP21743;;;690;834;;870;540;;630;480;;900;420;;660;210;;3750;2484;0;6234;{'1': [3458, 10248, 11913, 651, 12046, 658, 3223, 10394, 10395, 10396, 10397, 544, 6304, 9256, 42, 3120, 1590, 6587, 14525, 9922, 14532, 6856, 7240, 5969, 14929, 4180, 9303, 4440, 7266, 4207, 11889, 3195], '2': [4226, 4357, 4116, 7830, 7831, 7832, 7833, 2721, 14626, 2980, 4261, 166, 6073, 2109, 4670, 7234, 13515, 6350, 10193, 8918, 4441, 2780, 12638, 6751, 11493, 12903, 14316, 8178, 8819, 1910, 2811, 6141], '3': [14340, 5126, 12939, 1678, 4368, 13461, 5399, 3240, 14248, 13355, 2352, 5428, 4152, 8127, 3647, 12098, 4931, 1348, 2250, 14924, 6349, 10446, 9680, 12115, 1495, 11232, 10721, 2277, 6118, 12390, 4339, 14461, 14334], '4': [11411, 14234, 11422, 9385, 14506, 12204, 8115, 315, 9022, 708, 7492, 970, 7498, 2512, 1110, 1499, 6241, 1252, 4837, 111, 10993, 10994, 10995, 10996, 13169, 14194, 1274, 2556, 7678], '5': [4259, 1788, 3113, 3915, 3629, 2734, 2575, 4304, 3190, 2327, 3452, 1177, 3419, 892]}
AP21745;AP21745;AP21745;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21738;AP21738;AP21738;;;360;190;;390;120;;390;150;;510;180;;90;90;;1740;730;0;2470;{'1': [3108, 8746, 12396, 12397, 13548, 14133, 6071, 12152, 14587, 6300, 9405, 1086], '2': [2785, 14179, 6662, 5129, 15, 6321, 279, 11868, 6397], '3': [6939, 4002, 13030, 8201, 4554, 14121, 10039, 1528, 8153, 11194, 347, 3743], '4': [10594, 12741, 14814, 711, 12744, 12779, 12145, 2931, 14035, 7030, 8473, 6814], '5': [544, 2724, 4829]}
AP24159;AP24159;AP24159;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21744;AP21744;AP21744;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21769;AP21769;AP21769;;;2758;370;;2731;360;;1350;265;;840;60;;460;120;;8139;1175;0;9314;{'1': [2056, 526, 2576, 4113, 6675, 13862, 1594, 4154, 6729, 9804, 1112, 6249, 13943, 1147, 2173, 7294, 8318, 1662, 1681, 14484, 11419, 2724, 696, 8888, 1730, 3270, 3273, 5834, 7382, 3288, 5337, 5338, 740, 10993, 2291, 1784, 4347, 13565, 5889, 6404, 1800, 778, 14091, 2831, 2320, 3343, 5906, 13080, 7449, 13081, 1324, 9006, 7989, 4409, 8512, 4940, 6479, 2896, 1878, 9559, 6504, 11626, 4459, 4982, 14200, 1920, 7051, 3982, 1427, 4502, 11683, 11185, 1468, 13763, 7623, 4040, 14280, 5069, 8656, 9701, 6122, 1006, 4091, 1021], '2': [8448, 1154, 1155, 5764, 9986, 9987, 13961, 2190, 6926, 10103, 10129, 6162, 10769, 14353, 6677, 7062, 5911, 13335, 9759, 160, 2081, 13089, 1571, 7204, 10659, 12967, 12974, 13870, 1972, 2104, 6200, 13624, 4283, 10046, 5184, 14845, 5828, 14020, 8518, 333, 2257, 2002, 2130, 2385, 4052, 8275, 4439, 14038, 7258, 11869, 5086, 7262, 10974, 11870, 11871, 12536, 12516, 7271, 5224, 9065, 1903, 3184, 13043, 9204, 1655, 1784, 13306, 11003, 2428, 12797], '3': [513, 2564, 7173, 12420, 11528, 8073, 10762, 10763, 399, 4111, 5906, 13076, 14103, 3352, 5787, 12189, 2846, 2464, 4391, 3499, 11820, 12208, 2611, 8630, 10040, 10041, 6719, 704, 3010, 707, 5827, 13762, 2502, 6855, 6216, 14148, 14534, 14535, 13132, 461, 14413, 975, 1103, 4431, 8145, 6743, 4568, 2649, 1882, 5725, 8669, 7007, 14301, 11361, 14302, 2532, 3560, 12272, 14321, 882, 8820, 4597, 9205, 10486, 11646], '4': [770, 2562, 5507, 5890, 11908, 14855, 2699, 2324, 1304, 793, 9757, 13353, 8749, 3374, 7219, 1594, 5695, 6982, 6088, 14921, 14540, 3021, 12879, 4176, 212, 5972, 7125, 11611, 12763, 5858, 5860, 9195, 7164], '5': [867, 4323, 422, 3626, 3148, 1904, 721, 435, 3093, 2008, 3931, 2110]}
AP21770;AP21770;AP21770;;;;;;;;;1;;;;;;;;;1;0;0;1;{'1': [], '2': [], '3': [1170, 2418], '4': [], '5': []}
AP21771;AP21771;AP21771;;;37;;;58;3;;131;10;;98;3;;38;6;;362;22;0;384;{'1': [8587, 4497, 921, 1317, 3111, 7342, 2863, 7990, 444, 189, 3781, 5339, 5340, 6495, 992, 13541, 14447, 4338, 4343], '2': [9856, 13696, 6658, 14467, 9860, 14084, 3462, 2826, 12813, 7694, 14862, 14099, 13077, 14110, 6065, 9909, 12865, 14401, 8647, 9417, 5066, 5451, 5706, 4434, 12882, 13652, 13271, 9304, 5466, 12634, 5469, 10464, 11872, 10466, 11873, 10084, 11874, 11875, 5993, 7146], '3': [12295, 12307, 9248, 1591, 5175, 573, 11328, 11840, 580, 7236, 5702, 6217, 7755, 14412, 1616, 11863, 6751, 5728, 616, 11372, 9326, 11886, 12927, 9348, 5765, 7303, 5770, 11405, 9359, 148, 1172, 665, 153, 4776, 5812, 7348, 3766, 4790, 14520, 7354, 8381, 2750, 2768, 8930, 11494, 12523, 8942, 12015, 8956, 12032, 257, 13064, 2826, 11537, 12561, 9503, 1312, 1825, 5420, 12595, 9524, 10042, 1852, 11581, 9539, 8538, 1884, 8028, 3424, 4960, 4453, 11622, 1384, 5480, 13187, 394, 396, 13197, 2961, 7581, 2977, 4009, 8617, 12714, 7599, 7600, 4529, 14769, 1462, 8123, 13763, 11211, 7636, 8155, 6629, 8169, 495, 14834, 5107, 1532], '4': [12924, 12548, 10, 12938, 4496, 3345, 11923, 13718, 13846, 11928, 665, 1563, 6427, 3365, 11304, 9770, 3371, 11306, 2093, 2094, 12078, 14459, 4274, 3511, 5178, 1339, 6715, 6844, 702, 703, 446, 191, 7870, 5699, 8254, 69, 70, 12865, 584, 4298, 13117, 13899, 14284, 2767, 4304, 7121, 6996, 1621, 6357, 215, 5847, 3036, 93, 4574, 6879, 8924, 12768, 13662, 10595, 10596, 10597, 10598, 14821, 12776, 13163, 2926, 2287, 11888, 13040, 4467, 12532, 9083, 6396, 1278], '5': [5251, 2053, 906, 3729, 2711, 2200, 539, 4261, 1062, 2855, 682, 1459, 2742, 963, 1354, 1746, 980, 4309, 2262, 2519, 343, 2777, 2138, 3551, 4324, 3817, 3062, 3063]}
AP21780;AP21780;AP21780;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21782;AP21782;AP21782;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21785;AP21785;AP21785;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': []}
AP21786;AP21786;AP21786;;;170;;;;;;;;;;;;10;;;180;0;0;180;{'1': [2017, 5761, 4437], '2': [], '3': [5281, 14371], '4': [5854], '5': [2816]}
AP21795;AP21795;AP21795;;;4;;;;;;;;;;;;;;;4;0;0;4;{'1': [11048, 9198], '2': [], '3': [10692, 5285, 10503, 5322, 2686], '4': [2792, 5584, 5733, 2695], '5': []}
AP21790;AP21790;AP21790;;;33;;;19;;;18;;;10;16;;3;;;83;16;0;99;{'1': [13739, 14545, 7699, 2707, 14998, 10647, 11833], '2': [3234, 14888, 4397, 7567, 626, 10238, 11135], '3': [2048, 3554, 5026, 9128, 3753, 237, 1972, 4949, 10043], '4': [4580, 7652, 4844, 11120, 14071], '5': [1465, 811]}
